Indicator,Group,State,Subgroup,Time Period Label,Value,LowCI,HighCI,Confidence Interval,Start_Date,End_Date,period,total_cases,avg_cases
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Dec 22 - Jan 5,NA,NA,NA,NA,2020-12-22,2021-01-05,1,2869059,204932.7857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,Jan 6 - Jan 18,20.7,20.1,21.4,20.1 - 21.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,Jan 6 - Jan 18,20.5,18.8,22.3,18.8 - 22.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,Jan 6 - Jan 18,21.6,20.1,23.2,20.1 - 23.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,Jan 6 - Jan 18,21,19.6,22.4,19.6 - 22.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,Jan 6 - Jan 18,20.7,19.4,21.9,19.4 - 21.9,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,Jan 6 - Jan 18,20.6,19.4,21.9,19.4 - 21.9,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,Jan 6 - Jan 18,20.1,17.8,22.6,17.8 - 22.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,Jan 6 - Jan 18,17,13.7,20.7,13.7 - 20.7,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,Jan 6 - Jan 18,14.8,13.9,15.8,13.9 - 15.8,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,Jan 6 - Jan 18,26.1,25.3,27,25.3 - 27.0,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Jan 6 - Jan 18,11.8,11.2,12.5,11.2 - 12.5,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Jan 6 - Jan 18,33.6,32.5,34.7,32.5 - 34.7,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Jan 6 - Jan 18,14.4,12.4,16.6,12.4 - 16.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Jan 6 - Jan 18,23.8,23.2,24.5,23.2 - 24.5,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Jan 6 - Jan 18,14.2,12.3,16.3,12.3 - 16.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Jan 6 - Jan 18,10.3,8.6,12.1,8.6 - 12.1,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Jan 6 - Jan 18,24.6,19.7,30.1,19.7 - 30.1,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,Jan 6 - Jan 18,16.3,12.8,20.4,12.8 - 20.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,Jan 6 - Jan 18,19.9,18.5,21.4,18.5 - 21.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Jan 6 - Jan 18,23,22.3,23.8,22.3 - 23.8,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Jan 6 - Jan 18,20.3,19.6,21,19.6 - 21.0,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,Jan 6 - Jan 18,22.8,18.6,27.5,18.6 - 27.5,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,Jan 6 - Jan 18,19.2,16.3,22.4,16.3 - 22.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,Jan 6 - Jan 18,19.3,16.5,22.4,16.5 - 22.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,Jan 6 - Jan 18,25.1,21.2,29.3,21.2 - 29.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,Jan 6 - Jan 18,16.9,14.6,19.5,14.6 - 19.5,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,Jan 6 - Jan 18,20.9,17.8,24.4,17.8 - 24.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,Jan 6 - Jan 18,20.1,16.8,23.8,16.8 - 23.8,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,Jan 6 - Jan 18,19.3,15,24.1,15.0 - 24.1,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,Jan 6 - Jan 18,19.8,14.9,25.4,14.9 - 25.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,Jan 6 - Jan 18,20.7,16.8,25,16.8 - 25.0,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,Jan 6 - Jan 18,21.9,18,26.2,18.0 - 26.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,Jan 6 - Jan 18,15.7,11.2,21.2,11.2 - 21.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,Jan 6 - Jan 18,22,19.1,25.2,19.1 - 25.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,Jan 6 - Jan 18,23.1,20.1,26.3,20.1 - 26.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,Jan 6 - Jan 18,26.4,22.7,30.4,22.7 - 30.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,Jan 6 - Jan 18,25.7,22.1,29.5,22.1 - 29.5,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,Jan 6 - Jan 18,21.9,18.6,25.6,18.6 - 25.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,Jan 6 - Jan 18,25.2,21.4,29.4,21.4 - 29.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,Jan 6 - Jan 18,24.6,20.4,29.2,20.4 - 29.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,Jan 6 - Jan 18,24.8,19.9,30.3,19.9 - 30.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,Jan 6 - Jan 18,21.1,18.3,24,18.3 - 24.0,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,Jan 6 - Jan 18,21.2,18.3,24.5,18.3 - 24.5,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,Jan 6 - Jan 18,22,18.7,25.7,18.7 - 25.7,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,Jan 6 - Jan 18,23.5,20.3,26.9,20.3 - 26.9,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,Jan 6 - Jan 18,26.6,20.7,33.3,20.7 - 33.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,Jan 6 - Jan 18,23.8,20.3,27.6,20.3 - 27.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,Jan 6 - Jan 18,24.7,19.9,30,19.9 - 30.0,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,Jan 6 - Jan 18,24.5,20.1,29.2,20.1 - 29.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,Jan 6 - Jan 18,19.8,15.7,24.6,15.7 - 24.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,Jan 6 - Jan 18,24.2,19.6,29.4,19.6 - 29.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,Jan 6 - Jan 18,16.2,13.5,19.2,13.5 - 19.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,Jan 6 - Jan 18,15.4,12.6,18.6,12.6 - 18.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,Jan 6 - Jan 18,15.1,12.3,18.3,12.3 - 18.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,Jan 6 - Jan 18,23.6,18.8,28.9,18.8 - 28.9,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,Jan 6 - Jan 18,22.8,17.6,28.6,17.6 - 28.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,Jan 6 - Jan 18,19.8,16.3,23.7,16.3 - 23.7,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,Jan 6 - Jan 18,23.3,19.9,27.1,19.9 - 27.1,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,Jan 6 - Jan 18,20.9,17.7,24.3,17.7 - 24.3,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Jan 6 - Jan 18,24.4,21.1,28,21.1 - 28.0,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,Jan 6 - Jan 18,27.7,22.2,33.8,22.2 - 33.8,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,Jan 6 - Jan 18,28.5,23.8,33.6,23.8 - 33.6,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,Jan 6 - Jan 18,20,15.8,24.7,15.8 - 24.7,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,Jan 6 - Jan 18,21.3,18.6,24.2,18.6 - 24.2,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,Jan 6 - Jan 18,17.3,15.3,19.4,15.3 - 19.4,2021-01-06,2021-01-18,22,2721846,226820.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,Dec 9 - Dec 21,20.5,18.2,22.9,18.2 - 22.9,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Dec 9 - Dec 21,12.4,10.2,14.8,10.2 - 14.8,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Dec 9 - Dec 21,30.7,27,34.6,27.0 - 34.6,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Dec 9 - Dec 21,22.9,18.9,27.2,18.9 - 27.2,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Dec 9 - Dec 21,22.7,21.3,24.2,21.3 - 24.2,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Dec 9 - Dec 21,27.2,26.2,28.2,26.2 - 28.2,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Dec 9 - Dec 21,26.1,25.3,26.9,25.3 - 26.9,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Dec 9 - Dec 21,27.6,23,32.6,23.0 - 32.6,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Dec 9 - Dec 21,23,19.5,26.7,19.5 - 26.7,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Dec 9 - Dec 21,23.4,20.3,26.7,20.3 - 26.7,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Dec 9 - Dec 21,28.7,24.2,33.6,24.2 - 33.6,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Dec 9 - Dec 21,23.4,21.3,25.6,21.3 - 25.6,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Dec 9 - Dec 21,24.4,22.1,26.8,22.1 - 26.8,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Dec 9 - Dec 21,27.2,23.3,31.3,23.3 - 31.3,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Dec 9 - Dec 21,24.2,19.7,29.2,19.7 - 29.2,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Dec 9 - Dec 21,29,23.3,35.1,23.3 - 35.1,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Dec 9 - Dec 21,22.6,19.7,25.7,19.7 - 25.7,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Dec 9 - Dec 21,24.6,20.8,28.7,20.8 - 28.7,2020-12-09,2020-12-21,21,2611706,217642.16666666666
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Dec 9 - Dec 21,16.7,12.6,21.4,12.6 - 21.4,2020-12-09,2020-12-21,21,2611706,217642.16666666666
